user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
sak_2011_5_24_40m_metaG_bin.8	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__CAIJNA01 sp903821805	GCA_903821805.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__CAIJNA01 sp903821805	98.89	0.85	GCA_903821805.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__CAIJNA01 sp903821805	98.89	0.85	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.8	11	N/A	N/A
sak_2011_5_24_40m_metaG_bin.9	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903885085.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__CAITKP01 sp903885085	94.59	0.77	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903892995.1, s__CAITKP01 sp903892995, 95.0, 81.53, 0.56	91.64	11	0.9926995779900164	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_50m_metaG_bin.28	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_014360845.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__JACIWR01;s__JACIWR01 sp014360845	76.75	0.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	81.28	11	0.7429353940693906	N/A
sak_2011_5_24_50m_metaG_bin.9	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.72	0.89	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	82.37	11	0.9890082738127843	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_80m_metaG_bin.1	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.65	0.93	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	69.82	11	0.9909968964206131	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_80m_metaG_bin.10	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	ANI	N/A	GCA_003142255.1, s__LD21 sp003142255, 95.0, 76.79, 0.13; GCA_003141895.1, s__LD21 sp003141895, 95.0, 76.79, 0.11; GCA_003162595.1, s__LD21 sp003162595, 95.0, 76.72, 0.08; GCA_001768195.1, s__LD21 sp001768195, 95.0, 76.68, 0.13; GCA_003141525.1, s__LD21 sp003141525, 95.0, 76.61, 0.12; GCA_903824785.1, s__LD21 sp903824785, 95.0, 76.61, 0.11; GCA_002328625.1, s__LD21 sp002328625, 95.0, 76.59, 0.12; GCA_003152835.1, s__LD21 sp003152835, 95.0, 76.42, 0.18; GCA_012519515.1, s__LD21 sp012519515, 95.0, 76.4, 0.06; GCA_003141495.1, s__LD21 sp003141495, 95.0, 76.4, 0.1; GCA_003501665.1, s__LD21 sp003501665, 95.0, 76.4, 0.12; GCA_003157055.1, s__LD21 sp003157055, 95.0, 76.4, 0.09; GCA_012729475.1, s__LD21 sp012729475, 95.0, 76.36, 0.08; GCA_013314865.1, s__LD21 sp013314865, 95.0, 76.35, 0.05; GCA_003141415.1, s__LD21 sp003141415, 95.0, 76.31, 0.12; GCA_002070505.1, s__LD21 sp002070505, 95.0, 76.31, 0.14; GCA_002424525.1, s__LD21 sp002424525, 95.0, 76.23, 0.1; GCA_003141715.1, s__LD21 sp003141715, 95.0, 76.23, 0.11; GCA_012517605.1, s__LD21 sp012517605, 95.0, 76.21, 0.09; GCA_009877105.1, s__LD21 sp009877105, 95.0, 76.18, 0.04; GCA_903844815.1, s__LD21 sp903844815, 95.0, 76.13, 0.1; GCA_002319885.1, s__LD21 sp002319885, 95.0, 76.04, 0.12; GCA_012522155.1, s__LD21 sp012522155, 95.0, 75.9, 0.08; GCA_002319915.1, s__LD21 sp002319915, 95.0, 75.89, 0.06; GCA_003157015.1, s__LD21 sp003157015, 95.0, 75.89, 0.12; GCA_003520925.1, s__LD21 sp003520925, 95.0, 75.8, 0.13; GCA_003155705.1, s__LD21 sp003155705, 95.0, 75.79, 0.08; GCA_002428385.1, s__LD21 sp002428385, 95.0, 75.74, 0.06; GCA_003157075.1, s__LD21 sp003157075, 95.0, 75.56, 0.1	62.99	11	0.9308052384422667	N/A
sak_2011_5_24_80m_metaG_bin.12	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__MHMH01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	58.57	11	0.8215633523644319	N/A
sak_2011_5_24_80m_metaG_bin.16	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__SG8-4;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__;s__	taxonomic novelty determined using RED	N/A	N/A	77.8	11	0.9214775777965521	N/A
sak_2011_5_24_80m_metaG_bin.19	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	N/A	N/A	63.77	11	0.9009515791074311	N/A
sak_2011_5_24_80m_metaG_bin.23	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003545155.1	95.0	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__UBA9294;s__UBA9294 sp003545155	77.8	0.16	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	68.95	11	0.8396746238876039	N/A
sak_2011_5_24_80m_metaG_bin.27	d__Bacteria;p__Planctomycetota;c__UBA8742;o__SKZP01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_007127275.1	95.0	d__Bacteria;p__Planctomycetota;c__UBA8742;o__SKZP01;f__SKZP01;g__SKZP01;s__SKZP01 sp007127275	74.65	0.0	d__Bacteria;p__Planctomycetota;c__UBA8742;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	71.97	11	0.6371091276676787	N/A
sak_2011_5_24_80m_metaG_bin.29	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_003670915.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp003670915	96.71	0.63	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903877395.1, s__BAIKAL-G1-2R sp903877395, 95.0, 91.28, 0.76; GCA_002737405.1, s__BAIKAL-G1-2R sp002737405, 95.0, 81.38, 0.26; GCA_003670865.1, s__BAIKAL-G1-2R sp003670865, 95.0, 76.76, 0.14	74.85	11	0.9987613436048801	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_80m_metaG_bin.39	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	83.05	11	0.705223941855378	N/A
sak_2011_5_24_80m_metaG_bin.5	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__JACNFS01;s__	N/A	N/A	N/A	N/A	N/A	GCA_014384515.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__JACNFS01;s__JACNFS01 sp014384515	93.41	0.58	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	69.92	11	0.9856693323525461	N/A
sak_2013_06_06_120m_metaG_bin.10	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	78.16	11	0.6986901970922842	N/A
sak_2013_06_06_120m_metaG_bin.19	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.76	0.89	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	80.01	11	0.9907846262322717	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_36m_metaG_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__CAIRDP01 sp903916595	GCA_903916595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__CAIRDP01 sp903916595	97.92	0.88	GCA_903916595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__CAIRDP01 sp903916595	97.92	0.88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903887775.1, s__CAIRDP01 sp903887775, 95.0, 79.01, 0.47; GCA_903837605.1, s__CAIRDP01 sp903837605, 95.0, 78.6, 0.39; GCA_903877385.1, s__CAIRDP01 sp903877385, 95.0, 78.49, 0.38; GCA_903824935.1, s__CAIRDP01 sp903824935, 95.0, 78.14, 0.34	96.96	11	N/A	N/A
sak_2013_06_06_36m_metaG_bin.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp903833595	GCA_903833595.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp903833595	97.08	0.81	GCA_903833595.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp903833595	97.08	0.81	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_009693255.1, s__Methylotenera sp009693255, 95.0, 81.82, 0.65; GCA_903876765.1, s__Methylotenera sp903876765, 95.0, 81.43, 0.68; GCA_903882525.1, s__Methylotenera sp903882525, 95.0, 79.68, 0.22; GCA_903838125.1, s__Methylotenera sp903838125, 95.0, 78.61, 0.26; GCF_000093025.1, s__Methylotenera versatilis, 95.0, 78.45, 0.42; GCA_903846555.1, s__Methylotenera sp903846555, 95.0, 78.34, 0.45; GCA_903951385.1, s__Methylotenera sp903951385, 95.0, 78.31, 0.22; GCA_002842195.1, s__Methylotenera sp002842195, 95.0, 78.27, 0.24; GCA_903926935.1, s__Methylotenera sp903926935, 95.0, 78.23, 0.29; GCA_005791685.1, s__Methylotenera sp005791685, 95.0, 78.22, 0.28; GCA_903860085.1, s__Methylotenera sp903860085, 95.0, 78.17, 0.18; GCA_903854305.1, s__Methylotenera sp903854305, 95.0, 78.15, 0.31; GCA_013141075.1, s__Methylotenera sp013141075, 95.0, 78.03, 0.39; GCA_005777825.1, s__Methylotenera sp005777825, 95.0, 77.85, 0.2; GCA_001803395.1, s__Methylotenera sp001803395, 95.0, 77.83, 0.36; GCA_014378495.1, s__Methylotenera sp014378495, 95.0, 77.8, 0.28; GCF_000023705.1, s__Methylotenera mobilis, 95.0, 77.7, 0.21; GCA_013141425.1, s__Methylotenera sp013141425, 95.0, 77.69, 0.37; GCA_013141495.1, s__Methylotenera sp013141495, 95.0, 77.54, 0.33; GCA_002429455.1, s__Methylotenera sp002429455, 95.0, 77.5, 0.28; GCA_013816325.1, s__Methylotenera sp013816325, 95.0, 77.44, 0.15; GCF_004661485.1, s__Methylotenera sp004661485, 95.0, 77.35, 0.2; GCA_013140755.1, s__Methylotenera sp013140755, 95.0, 77.31, 0.26; GCF_000744605.1, s__Methylotenera sp000744605, 95.0, 77.28, 0.24; GCF_000384255.1, s__Methylotenera mobilis_B, 95.0, 77.12, 0.25; GCA_002281815.1, s__Methylotenera sp002281815, 95.0, 77.08, 0.19; GCF_000799735.1, s__Methylotenera sp000799735, 95.0, 77.07, 0.14; GCA_002842285.1, s__Methylotenera sp002842285, 95.0, 76.95, 0.14; GCA_002928535.1, s__Methylotenera sp002928535, 95.0, 76.4, 0.15	56.96	11	N/A	N/A
sak_2013_06_06_36m_metaG_bin.15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CAIRSR01;f__CAIRSR01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	90.35	11	0.8831535632187708	N/A
sak_2013_06_06_36m_metaG_bin.16	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__	N/A	N/A	N/A	N/A	N/A	GCA_903844635.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__Sulfuricurvum sp903844635	84.53	0.81	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_011391735.1, s__Sulfuricurvum sp011391735, 95.0, 78.98, 0.36; GCA_002742695.1, s__Sulfuricurvum kujiense_A, 95.0, 78.1, 0.3; GCA_000310245.1, s__Sulfuricurvum sp000310245, 95.0, 77.75, 0.4; GCA_002282015.1, s__Sulfuricurvum sp002282015, 95.0, 77.67, 0.37; GCF_000183725.1, s__Sulfuricurvum kujiense, 95.0, 77.47, 0.3; GCA_002633015.1, s__Sulfuricurvum sp002633015, 95.0, 77.3, 0.32; GCF_004347735.1, s__Sulfuricurvum sp002327465, 95.0, 77.01, 0.14; GCA_000747095.1, s__Sulfuricurvum sp000747095, 95.0, 76.66, 0.19	65.57	11	0.9890501395492646	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_36m_metaG_bin.18	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__CAIQCK01;g__CAIQCK01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903870275.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__CAIQCK01;g__CAIQCK01;s__CAIQCK01 sp903870275	83.9	0.75	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	55.35	11	0.9365278620330674	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_36m_metaG_bin.19	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__UBA1563;s__	N/A	N/A	N/A	N/A	N/A	GCA_001871325.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__UBA1563;s__UBA1563 sp001871325	79.85	0.57	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	63.53	11	0.9466832757255299	Genome has more than 10.8% of markers with multiple hits
sak_2013_06_06_36m_metaG_bin.20	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__	N/A	N/A	N/A	N/A	N/A	GCA_002779455.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__0-14-0-80-60-11 sp002779455	88.05	0.62	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	67.18	11	0.9622262468128318	N/A
sak_2013_06_06_36m_metaG_bin.24	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__CAIUEV01;f__CAIUEV01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_903898335.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__CAIUEV01;f__CAIUEV01;g__CAIUEV01;s__CAIUEV01 sp903898335	76.7	0.07	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	66.94	11	0.7862564289441047	N/A
sak_2013_06_06_36m_metaG_bin.25	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	GCA_903909505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	95.98	0.74	GCA_903909505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	95.98	0.74	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903839535.1, s__RAAP-1 sp903839535, 95.0, 85.06, 0.52; GCA_903953895.1, s__RAAP-1 sp903953895, 95.0, 81.91, 0.49; GCA_001443525.1, s__RAAP-1 sp001443525, 95.0, 78.36, 0.27	77.72	11	N/A	N/A
sak_2013_06_06_36m_metaG_bin.28	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	N/A	N/A	N/A	N/A	N/A	GCA_903852325.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__UBA6249 sp903852325	77.36	0.17	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002796135.1, s__UBA6249 sp002796135, 95.0, 77.67, 0.31; GCA_002441245.1, s__UBA6249 sp002441245, 95.0, 76.89, 0.26; GCA_903907475.1, s__UBA6249 sp903907475, 95.0, 76.88, 0.32; GCA_004298075.1, s__UBA6249 sp004298075, 95.0, 76.38, 0.11; GCA_002441305.1, s__UBA6249 sp002441305, 95.0, 76.31, 0.07	72.7	11	0.9451227912086636	N/A
sak_2013_06_06_36m_metaG_bin.30	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__	N/A	N/A	N/A	N/A	N/A	GCA_903844635.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__Sulfuricurvum sp903844635	83.87	0.58	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_011391735.1, s__Sulfuricurvum sp011391735, 95.0, 79.36, 0.38; GCA_002282015.1, s__Sulfuricurvum sp002282015, 95.0, 78.91, 0.32; GCA_000310245.1, s__Sulfuricurvum sp000310245, 95.0, 78.65, 0.33; GCA_002742695.1, s__Sulfuricurvum kujiense_A, 95.0, 78.57, 0.29; GCF_000183725.1, s__Sulfuricurvum kujiense, 95.0, 78.09, 0.21; GCA_002633015.1, s__Sulfuricurvum sp002633015, 95.0, 77.76, 0.28; GCA_000747095.1, s__Sulfuricurvum sp000747095, 95.0, 77.32, 0.2; GCF_004347735.1, s__Sulfuricurvum sp002327465, 95.0, 77.08, 0.13	89.4	11	0.9886543565082324	N/A
sak_2013_06_06_36m_metaG_bin.4	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__CAIKZJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903901375.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__CAIKZJ01;s__CAIKZJ01 sp903901375	80.46	0.49	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__CAIKZJ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903831845.1, s__CAIKZJ01 sp903831845, 95.0, 75.72, 0.07	71.09	11	0.9758494108936867	N/A
sak_2013_06_06_36m_metaG_bin.6	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.4	0.9	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	79.05	11	0.9897065443842452	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_36m_metaG_bin.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CAIRSR01;f__CAIRSR01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	91.9	11	0.8576018566351853	N/A
sak_2013_06_06_36m_metaG_bin.9	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__WLMZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_009726095.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__WLMZ01;s__WLMZ01 sp009726095	79.1	0.51	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	84.26	11	0.9485362151170246	N/A
sak_2013_06_06_40m_metaG_bin.11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__GCA-002840985;s__	N/A	N/A	N/A	N/A	N/A	GCA_002840985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__GCA-002840985;s__GCA-002840985 sp002840985	87.06	0.7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	86.78	11	0.982387909288072	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_40m_metaG_bin.12	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__CAIZQW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903935195.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__CAIZQW01;s__CAIZQW01 sp903935195	78.77	0.24	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	77.63	11	0.9415982044314728	N/A
